Date,Day of Week,flow_type_LPW_to_HPM,total_od_flow_LPW_to_HPM,total_do_flow_LPW_to_HPM,total_flow_LPW_to_HPM,origin_total_flow_LPW_to_HPM,flow_share_LPW_to_HPM,log_flow_share_LPW_to_HPM
2019/3/28,Thursday,LPW_to_HPM,1575.0,1604.0,3179.0,60606.0,0.0259875259875259,-3.650138625797509
2019/3/29,Friday,LPW_to_HPM,1577.0,1623.0,3200.0,63032.0,0.0250190379489782,-3.6881182259624894
2019/3/30,Saturday,LPW_to_HPM,1410.0,1427.0,2837.0,56615.0,0.0249050604963348,-3.69268426337593
2019/3/31,Sunday,LPW_to_HPM,1170.0,1175.0,2345.0,45259.0,0.0258512119136525,-3.6553977965869024
2019/4/1,Monday,LPW_to_HPM,1395.0,1563.0,2958.0,56937.0,0.0245007640023183,-3.709050978149565
2019/4/2,Tuesday,LPW_to_HPM,1454.0,1581.0,3035.0,59790.0,0.0243184479009867,-3.716520043781489
2019/4/3,Wednesday,LPW_to_HPM,1470.0,1675.0,3145.0,59874.0,0.0245515582723719,-3.7069799533395886
2019/4/4,Thursday,LPW_to_HPM,1492.0,1601.0,3093.0,61024.0,0.0244493969585736,-3.7111497276364425
2019/4/5,Friday,LPW_to_HPM,1666.0,1821.0,3487.0,63876.0,0.0260817834554449,-3.6465181602339705
2019/4/6,Saturday,LPW_to_HPM,1481.0,1631.0,3112.0,57568.0,0.0257260978321289,-3.6602493224824633
2019/4/7,Sunday,LPW_to_HPM,1138.0,1356.0,2494.0,49178.0,0.0231404286469559,-3.766174033319208
2019/4/8,Monday,LPW_to_HPM,1454.0,1536.0,2990.0,58506.0,0.0248521519160428,-3.6948109339697095
2019/4/9,Tuesday,LPW_to_HPM,1552.0,1563.0,3115.0,61287.0,0.0253234780622317,-3.676023326912603
2019/4/10,Wednesday,LPW_to_HPM,1495.0,1659.0,3154.0,60864.0,0.0245629600420609,-3.706515660080279
2019/4/11,Thursday,LPW_to_HPM,1516.0,1652.0,3168.0,62121.0,0.0244039857697075,-3.7130088088058177
2019/4/12,Friday,LPW_to_HPM,1678.0,1687.0,3365.0,65377.0,0.025666518806308,-3.662567906606351
2019/4/13,Saturday,LPW_to_HPM,1493.0,1654.0,3147.0,60082.0,0.0248493725242169,-3.694922777292831
2019/4/14,Sunday,LPW_to_HPM,1103.0,1227.0,2330.0,48298.0,0.0228373845707896,-3.779356411662341
2019/4/15,Monday,LPW_to_HPM,1401.0,1531.0,2932.0,58555.0,0.0239262232089488,-3.7327802161392327
2019/4/16,Tuesday,LPW_to_HPM,1601.0,1629.0,3230.0,63040.0,0.0253965736040609,-3.673141011535048
2019/4/17,Wednesday,LPW_to_HPM,1615.0,1630.0,3245.0,63139.0,0.0255784855635977,-3.666003688509093
2019/4/18,Thursday,LPW_to_HPM,1645.0,1598.0,3243.0,64060.0,0.0256790508897908,-3.6620797599636776
2019/4/19,Friday,LPW_to_HPM,1492.0,1648.0,3140.0,60079.0,0.0248339686079994,-3.6955428610617576
2019/4/20,Saturday,LPW_to_HPM,1379.0,1591.0,2970.0,55385.0,0.0248984382052902,-3.692950200157733
2019/4/21,Sunday,LPW_to_HPM,892.0,1098.0,1990.0,38932.0,0.0229117435528614,-3.776105680966375
2019/4/22,Monday,LPW_to_HPM,1521.0,1604.0,3125.0,62881.0,0.0241885466198056,-3.7218760380252296
2019/4/23,Tuesday,LPW_to_HPM,1529.0,1860.0,3389.0,70478.0,0.0216947132438491,-3.830686677433876
